community,region,date,ndvi,rainfall_mm,temp_max,temp_min,humidity,et0,lst_celsius,ndvi_anomaly,rainfall_deficit,water_balance,spei_proxy,drought_label,community_enc,region_enc
Bolgatanga,Upper East,2022-06-12,0.3566687249856332,19.8,32.2,24.314285714285717,88.0,33.59,37.22682390375627,0.042702339162249,5.725,-13.790000000000004,-0.0259246491373947,0,0,10
Bolgatanga,Upper East,2022-06-19,0.3808334452458551,51.7,30.12857142857143,23.485714285714288,93.57142857142856,26.24,30.9807283479492,0.0383988333143048,31.450000000000003,25.46,0.2790614610366737,0,0,10
Bolgatanga,Upper East,2022-06-26,0.404998165506077,32.4,30.685714285714287,22.65714285714285,94.71428571428572,30.44,32.11795269412013,0.0362470803903328,5.199999999999996,1.9600000000000009,0.5782391630181506,0,0,10
Bolgatanga,Upper East,2022-07-03,0.4116996539554782,28.0,29.82857142857143,23.314285714285717,93.71428571428572,25.31,33.25517704029106,0.0231496565322172,-4.975000000000001,2.6899999999999977,0.9254926128090764,0,0,10
Bolgatanga,Upper East,2022-07-10,0.4184011424048794,14.0,31.5,23.342857142857145,93.57142857142856,30.64,34.392401386461984,0.014418040626807,-17.525,-16.64,0.9000249768877142,0,0,10
Bolgatanga,Upper East,2022-07-17,0.4251026308542805,20.3,30.8,23.557142857142857,91.28571428571428,27.92,35.075472854929615,0.0100522326741017,-3.375,-7.620000000000001,0.6044216799478319,0,0,10
Bolgatanga,Upper East,2022-07-24,0.4318041193036817,67.9,28.77142857142857,22.414285714285715,95.42857142857144,25.69,29.380224649726927,0.0100522326741017,35.35,42.21000000000001,0.9640961872582992,0,0,10
Bolgatanga,Upper East,2022-07-31,0.4385056077530829,41.9,29.52857142857143,22.65714285714285,94.71428571428572,25.89,30.53672629755701,0.0100522326741017,5.874999999999993,16.009999999999998,1.083123875143403,0,0,10
Bolgatanga,Upper East,2022-08-07,0.4452070962024841,15.1,29.357142857142858,22.47142857142857,95.0,28.42,31.693227945387093,0.0100522326741017,-21.200000000000003,-13.320000000000002,1.1127914369886391,0,0,10
Bolgatanga,Upper East,2022-08-14,0.4519085846518852,35.0,29.47142857142857,23.24285714285714,96.14285714285714,23.84,33.03229090017163,0.0100522326741017,-4.9750000000000085,11.16,1.2806097536915109,0,0,10
Bolgatanga,Upper East,2022-08-21,0.4586100731012864,38.6,28.74285714285714,22.17142857142857,96.14285714285714,25.75,28.13993343111821,0.0100522326741017,5.949999999999996,12.85,1.0182484236384592,0,0,10
Bolgatanga,Upper East,2022-08-28,0.4653115615506876,63.6,28.32857142857143,22.37142857142857,96.71428571428572,22.31,28.715456145411736,0.0100522326741017,25.52499999999999,41.28999999999999,1.2441508222672444,0,0,10
Bolgatanga,Upper East,2022-09-04,0.4720130500000888,58.5,28.87142857142857,22.428571428571427,96.42857142857144,23.84,29.290978859705262,0.0100522326741017,9.574999999999996,34.66,1.6729007070065296,0,0,10
Bolgatanga,Upper East,2022-09-11,0.4787145384494899,67.4,28.6,22.585714285714285,97.85714285714286,23.58,25.55000000000001,0.0100522326741017,10.375,43.82000000000001,1.9647508786527372,0,0,10
Bolgatanga,Upper East,2022-09-18,0.4854160268988912,91.0,28.27142857142857,21.9,96.85714285714286,21.42,26.36659129451664,0.0100522326741017,20.875,69.58,2.4716908736769065,0,0,10
Bolgatanga,Upper East,2022-09-25,0.4921175153482923,50.4,28.87142857142857,22.32857142857143,98.57142857142856,24.95,29.18175791201935,0.0100522326741017,-16.425000000000004,25.45,2.3301444340297564,0,0,10
Bolgatanga,Upper East,2022-10-02,0.4988190037976935,12.8,28.642857142857142,22.285714285714285,98.0,23.44,29.648820794055894,0.0100522326741017,-42.60000000000001,-10.64,1.925343063069156,0,0,10
Bolgatanga,Upper East,2022-10-09,0.5055204922470947,12.3,30.285714285714285,22.17142857142857,96.85714285714286,27.37,29.59800576208648,0.0100522326741017,-29.32500000000001,-15.070000000000002,1.399101280820375,0,0,10
Bolgatanga,Upper East,2022-10-16,0.5122219806964958,10.6,31.385714285714283,22.357142857142858,96.42857142857144,29.38,31.527010454311892,0.0100522326741017,-10.925000000000004,-18.78,0.6095152071321043,0,0,10
Bolgatanga,Upper East,2022-10-23,0.518923469145897,0.0,32.8,21.9,87.14285714285714,34.82,33.45601514653731,0.0100522326741017,-8.925000000000008,-34.82,0.0709417274898219,0,0,10
Bolgatanga,Upper East,2022-10-30,0.4454963912457261,0.0,34.4,21.37142857142857,74.71428571428571,39.35,35.38501983876273,-0.0500441920880773,-5.725000000000007,-39.35,-0.1856111943706382,0,0,10
Bolgatanga,Upper East,2022-11-06,0.373935485937222,0.0,35.05714285714286,22.514285714285712,56.57142857142857,43.0,37.28329576183393,-0.0887088458191132,-2.6500000000000075,-43.0,-0.4351940263999887,0,0,10
Bolgatanga,Upper East,2022-11-13,0.3057661549606889,0.0,34.92857142857143,21.685714285714287,63.285714285714285,38.96,38.65460512016978,-0.1052642203616945,0.0,-38.96,-0.6155227607484417,0,0,10
Bolgatanga,Upper East,2022-11-20,0.3143604096012706,0.0,35.1,20.75714285714286,48.57142857142857,44.13,37.08830877707305,-0.0455292008349563,0.0,-44.13,-0.6987170380915586,0,0,10
Bolgatanga,Upper East,2022-11-27,0.2846761131362042,0.0,35.51428571428572,20.457142857142856,38.285714285714285,45.89,37.92698476079755,-0.0350084277726421,0.0,-45.89,-0.757158560521632,0,0,10
Bolgatanga,Upper East,2022-12-04,0.2566876252933225,0.0,34.32857142857143,21.585714285714285,52.57142857142857,35.43,37.09662286133101,-0.033684950454549,0.0,-35.43,-0.6895129451094522,0,0,10
Bolgatanga,Upper East,2022-12-11,0.1806425922644136,0.0,35.98571428571429,21.928571428571427,30.714285714285715,48.56,37.09152366751744,-0.0784490928093891,0.0,-48.56,-0.7752986661077251,0,0,10
Bolgatanga,Upper East,2022-12-18,0.219444812361354,0.0,35.68571428571429,20.77142857142857,25.0,48.33,35.39832811038943,-0.0159179734024695,0.0,-48.33,-0.8128299190444694,0,0,10
Bolgatanga,Upper East,2022-12-25,0.2122060656488446,0.0,32.785714285714285,20.61428571428572,22.857142857142858,50.77,33.70513255326142,-0.005039208243139,0.0,-50.77,-0.856437660551925,0,0,10
Bolgatanga,Upper East,2023-01-01,0.2049673189363353,0.0,33.51428571428571,20.5,22.714285714285715,52.65,33.105470317672854,0.0006521216335984,0.0,-52.65,-1.0103157975925772,0,0,10
Bolgatanga,Upper East,2023-01-08,0.1532575485780453,0.0,34.41428571428572,20.714285714285715,24.285714285714285,50.79,34.70073043291454,-0.0442113878030994,0.0,-50.79,-1.0302431056994676,0,0,10
Bolgatanga,Upper East,2023-01-15,0.1873534206406848,0.0,34.528571428571425,21.085714285714285,19.285714285714285,53.39,36.29599054815623,-0.0020926678102927,0.0,-53.39,-1.0754593294756405,0,0,10
Bolgatanga,Upper East,2023-01-22,0.2014471076903692,0.0,35.48571428571428,20.74285714285714,23.142857142857142,50.13,37.80075336753521,0.0146907587290105,0.0,-50.13,-1.069740281409089,0,0,10
Bolgatanga,Upper East,2023-01-29,0.2015765769057113,0.0,36.9,21.82857142857143,25.857142857142858,46.62,38.08334554828264,0.0156679134520086,0.0,-46.62,-1.0158561254070488,0,0,10
Bolgatanga,Upper East,2023-02-05,0.1788105396397927,0.0,37.7,22.87142857142857,19.142857142857142,54.64,36.84488210467799,-0.0134863715793467,0.0,-54.64,-1.050259773932398,0,0,10
Bolgatanga,Upper East,2023-02-12,0.1911222659050801,0.0,38.17142857142857,24.357142857142858,21.571428571428573,56.22,38.5442187065633,-0.0021168566301582,0.0,-56.22,-1.0755486896016804,0,0,10
Bolgatanga,Upper East,2023-02-19,0.1828147876597255,0.0,35.9,22.65714285714285,16.714285714285715,61.49,37.00154641259565,-0.0057662548678518,0.0,-61.49,-1.17706179278297,0,0,10
Bolgatanga,Upper East,2023-02-26,0.1516290061200226,0.0,38.71428571428572,23.82857142857143,20.285714285714285,54.86,42.45662033409985,-0.0244651437111325,0.0,-54.86,-1.250694536639821,0,0,10
Bolgatanga,Upper East,2023-03-05,0.1042694063967794,0.0,39.142857142857146,25.642857142857142,42.57142857142857,48.0,42.5094212641209,-0.0531894601236225,0.0,-48.0,-1.191359412949349,1,0,10
Bolgatanga,Upper East,2023-03-12,0.133398797783226,0.4,39.75714285714286,26.642857142857142,43.0,50.42,42.56222219414195,-0.0096292017067123,0.2999999999999929,-50.02,-1.1359561348046312,0,0,10
Bolgatanga,Upper East,2023-03-19,0.1625281891696726,0.4,38.52857142857143,25.75714285714286,46.142857142857146,49.28,43.01723900022745,0.0245718393022474,0.1999999999999929,-48.88,-1.0232730158683578,0,0,10
Bolgatanga,Upper East,2023-03-26,0.1895528522647035,3.3000000000000003,36.642857142857146,25.557142857142857,65.14285714285714,40.57,37.11068095455221,0.0421155408611081,2.274999999999993,-37.27,-0.8660885541642309,0,0,10
Bolgatanga,Upper East,2023-04-02,0.2165775153597344,10.6,37.9,25.5,61.142857142857146,43.7,37.56598220829443,0.0410631767154002,6.924999999999993,-33.1,-0.732941966364828,0,0,10
Bolgatanga,Upper East,2023-04-09,0.2279593232174368,21.8,38.08571428571429,25.928571428571427,71.85714285714286,42.83,38.80777376228866,0.0288048532145499,12.774999999999991,-21.03,-0.4738869609752515,0,0,10
Bolgatanga,Upper East,2023-04-16,0.2393411310751392,0.0,39.957142857142856,26.67142857142857,62.0,50.18,41.73253228537487,0.0209834255958857,-8.925000000000006,-50.18,-0.4855037773604341,0,0,10
Bolgatanga,Upper East,2023-04-23,0.2419928093244397,2.9000000000000004,38.65714285714286,28.214285714285715,65.0,48.05,37.48301296469458,0.0105251145802522,-5.925000000000004,-45.15,-0.5559195566798498,0,0,10
Bolgatanga,Upper East,2023-04-30,0.2446444875737403,14.2,37.0,25.785714285714285,79.28571428571429,42.04,37.20130758927439,0.0061600497760513,4.474999999999994,-27.84,-0.5089161303828795,0,0,10
Bolgatanga,Upper East,2023-05-07,0.2472961658230409,12.4,36.91428571428571,26.15714285714285,76.42857142857143,42.13,36.919602213854205,0.0039775173739508,5.024999999999994,-29.730000000000004,-0.5866594400375645,0,0,10
Bolgatanga,Upper East,2023-05-14,0.1975573249804767,32.5,35.885714285714286,26.17142857142857,83.28571428571429,38.24,38.61206035485003,-0.0353153719449477,16.999999999999993,-5.740000000000002,-0.1895430399163925,0,0,10
Bolgatanga,Upper East,2023-05-21,0.1946569934898578,2.7,34.84285714285714,25.9,81.71428571428571,38.86,36.16321918673697,-0.0263817494769211,-12.750000000000009,-36.16,-0.1092082866065515,0,0,10
Bolgatanga,Upper East,2023-05-28,0.2420516114333234,6.0,36.08571428571428,26.342857142857145,82.42857142857143,40.03,36.2847311917551,0.0216610875016486,-7.400000000000007,-34.03,-0.1645222046252295,0,0,10
Bolgatanga,Upper East,2023-06-04,0.2635952797163581,1.4,36.04285714285714,26.985714285714288,74.71428571428571,41.620000000000005,36.40624319677323,0.0391299773113541,-9.250000000000009,-40.220000000000006,-0.2582609768410507,0,0,10
Bolgatanga,Upper East,2023-06-11,0.2851389479993929,13.2,35.27142857142857,26.2,78.0,40.15,36.68874410163341,0.0387782398396598,7.374999999999993,-26.95,-0.44779380417161,0,0,10
Bolgatanga,Upper East,2023-06-18,0.3066826162824276,22.6,33.114285714285714,25.17142857142857,86.0,31.26,34.76156108411637,0.0323155024245521,11.79999999999999,-8.660000000000004,-0.202053457561974,0,0,10
Bolgatanga,Upper East,2023-06-25,0.3282262845654623,44.1,31.6,23.785714285714285,92.14285714285714,29.98,32.83437806659934,0.0323155024245521,23.774999999999988,14.119999999999994,0.2282155493199887,0,0,10
Bolgatanga,Upper East,2023-07-02,0.349769952848497,31.2,30.74285714285714,23.571428571428573,93.57142857142856,25.07,30.907195049082304,0.0323155024245521,3.4249999999999936,6.129999999999999,0.6423997335147755,0,0,10
Bolgatanga,Upper East,2023-07-09,0.3713136211315317,31.4,32.92857142857143,24.357142857142858,91.71428571428572,31.36,30.827543933940262,0.032315502424552,-0.9250000000000114,0.0399999999999991,0.8835827136963783,0,0,10
Bolgatanga,Upper East,2023-07-16,0.3928572894145665,15.0,31.542857142857144,24.214285714285715,89.57142857142857,28.37,31.209551447600973,0.0323155024245521,-15.425000000000008,-13.37,0.8414940943316007,0,0,10
Bolgatanga,Upper East,2023-07-23,0.4144009576976012,43.3,31.0,23.9,94.85714285714286,25.58,31.10533220050968,0.032315502424552,13.074999999999992,17.719999999999995,0.873663739705953,0,0,10
Bolgatanga,Upper East,2023-07-30,0.435944625980636,48.0,31.12857142857143,23.61428571428572,95.0,26.73,29.232996387709647,0.0323155024245521,13.574999999999989,21.27,1.0089549705303127,0,0,10
Bolgatanga,Upper East,2023-08-06,0.4574882942636706,29.9,30.38571428571429,23.414285714285715,94.85714285714286,25.99,27.360660574909616,0.032315502424552,-4.150000000000006,3.91,1.0435373393077416,0,0,10
Bolgatanga,Upper East,2023-08-13,0.4790319625467054,80.6,28.61428571428572,22.885714285714283,97.42857142857144,21.61,27.57710704993976,0.032315502424552,30.14999999999999,58.99,1.6901472113322242,0,0,10
Bolgatanga,Upper East,2023-08-20,0.5005756308297402,47.2,28.957142857142856,22.785714285714285,97.28571428571428,25.13,27.793553524969905,0.0323155024245521,-4.224999999999994,22.070000000000004,1.729018866159567,0,0,10
Bolgatanga,Upper East,2023-08-27,0.5221192991127749,66.7,30.042857142857144,23.142857142857142,97.85714285714286,26.51,28.010000000000048,0.032315502424552,10.6,40.19,1.898088224626996,0,0,10
Bolgatanga,Upper East,2023-09-03,0.5436629673958097,53.7,30.0,22.642857142857142,97.28571428571428,26.4,30.02732499398604,0.0323155024245521,-8.350000000000009,27.300000000000004,2.1071015594342466,0,0,10
Bolgatanga,Upper East,2023-09-10,0.5535696133608965,27.9,30.0,22.685714285714287,97.0,27.81,29.688512219161623,0.0235877356860911,-20.97500000000001,0.0899999999999998,1.580770417059426,0,0,10
Bolgatanga,Upper East,2023-09-17,0.5634762593259832,63.9,29.285714285714285,23.414285714285715,97.14285714285714,24.68,30.66839725580894,0.0177692245271171,10.849999999999994,39.22,1.7340230332177993,0,0,10
Bolgatanga,Upper East,2023-09-24,0.57338290529107,31.200000000000003,30.12857142857143,22.885714285714283,97.0,28.65,29.157649075940867,0.0148599689476301,-12.975000000000009,2.5500000000000007,1.3976715188037372,0,0,10
Bolgatanga,Upper East,2023-10-01,0.5832895512561569,31.7,31.514285714285712,23.314285714285717,97.14285714285714,31.76,29.58743744363568,0.0148599689476301,-6.975000000000005,-0.0599999999999987,1.1531822139586594,0,0,10
Bolgatanga,Upper East,2023-10-08,0.5709274440420644,32.6,30.2,23.214285714285715,97.71428571428572,26.36,26.60385313174936,-0.0018415959367541,-7.250000000000007,6.240000000000002,1.208138691473178,0,0,10
Bolgatanga,Upper East,2023-10-15,0.5585653368279718,8.5,31.74285714285714,23.542857142857144,95.71428571428572,30.76,29.470646649778782,-0.0129759725263439,-17.500000000000007,-22.26,0.6587526365800714,0,0,10
Bolgatanga,Upper East,2023-10-22,0.5462032296138793,3.8,32.457142857142856,23.442857142857143,93.28571428571428,31.72,32.33744016780821,-0.0185431608211387,-15.350000000000003,-27.92,0.3864723325365946,0,0,10
Bolgatanga,Upper East,2023-10-29,0.4563274518846974,0.0,34.04285714285714,23.342857142857145,87.28571428571429,35.4,34.22748843791845,-0.0766784137074558,-11.225000000000003,-35.4,0.0706736471117023,0,0,10
Bolgatanga,Upper East,2023-11-05,0.3837280819269583,0.2,34.642857142857146,23.685714285714287,82.71428571428571,35.28,35.711307083828274,-0.1024779431364183,-2.925000000000007,-35.08,-0.298562393685031,0,0,10
Bolgatanga,Upper East,2023-11-12,0.3182630147996341,0.0,34.31428571428571,24.11428571428571,80.71428571428571,33.85,39.19571053097138,-0.1078674297566581,-1.000000000000007,-33.85,-0.4021307797652377,0,0,10
Bolgatanga,Upper East,2023-11-19,0.292951005560314,0.0,35.91428571428572,22.728571428571428,60.0,40.53,40.72333720842073,-0.0698663829825869,-0.0500000000000071,-40.53,-0.5148138987015111,0,0,10
Bolgatanga,Upper East,2023-11-26,0.2676389963209939,0.3,35.41428571428572,23.32857142857143,63.85714285714285,38.2,38.71823801460738,-0.0480062783309812,0.1749999999999928,-37.900000000000006,-0.537153930211478,0,0,10
Bolgatanga,Upper East,2023-12-03,0.2423269870816738,0.0,36.04285714285714,23.4,72.0,35.84,38.46347721701329,-0.0379680138589801,-0.0750000000000071,-35.84,-0.5439452997905078,0,0,10
Bolgatanga,Upper East,2023-12-10,0.2728563533360378,0.0,35.4,20.47142857142857,47.285714285714285,41.35,36.42484925067606,0.0039130177612828,-0.0750000000000071,-41.35,-0.6109653943204085,0,0,10
Bolgatanga,Upper East,2023-12-17,0.2604250000594831,0.0,33.885714285714286,20.514285714285712,34.57142857142857,47.96,34.38622128433883,-0.000386834140064,-0.0750000000000071,-47.96,-0.6773599679680303,0,0,10
Bolgatanga,Upper East,2023-12-24,0.2273501216705388,0.0,34.15714285714286,20.985714285714288,22.571428571428573,52.36,35.48033561626528,-0.0233894938663945,0.0,-52.36,-0.8065747102216788,0,0,10
Bolgatanga,Upper East,2023-12-31,0.2275112429562683,0.0,34.128571428571426,19.714285714285715,29.571428571428573,48.21,35.69126386817965,-0.0195244365493136,0.0,-48.21,-0.9171131861329952,0,0,10
Cape Coast,Central,2022-01-02,0.1326374095393213,6.7,29.9,23.700000000000003,96.5,7.01,29.437710406145182,0.0,0.0,-0.3099999999999996,-0.0741290486728349,0,1,4
Cape Coast,Central,2022-01-09,0.1326374095393213,21.3,30.385714285714283,23.9,97.0,25.34,27.38361605955856,0.0,7.300000000000001,-4.039999999999999,-0.1277391524082014,0,1,4
Cape Coast,Central,2022-01-16,0.1658184391797125,5.7,30.914285714285715,24.17142857142857,95.71428571428572,25.67,27.68365832545311,0.0221206864269274,-5.533333333333334,-19.97,-0.3927376107238619,0,1,4
Cape Coast,Central,2022-01-23,0.1989994688201037,2.4,30.75714285714286,22.75714285714286,96.85714285714286,28.14,27.983700591347656,0.041476287050489,-6.625,-25.74,-0.7343029746219639,0,1,4
Cape Coast,Central,2022-01-30,0.1055128605286629,0.7999999999999999,30.65714285714285,23.4,98.71428571428572,29.0,29.19471040941625,-0.0452291839882872,-6.75,-28.2,-1.1043984679831942,0,1,4
Cape Coast,Central,2022-02-06,0.1069176434301822,13.0,30.5,23.485714285714288,97.85714285714286,28.44,29.218711981149227,-0.037394459559483,7.525,-15.44,-1.25567450327606,0,1,4
Cape Coast,Central,2022-02-13,0.1083224263317016,7.5,30.342857142857145,24.27142857142857,95.42857142857144,27.44,28.8590221801461,-0.0216156734459609,1.5749999999999993,-19.94,-1.2552764084463417,0,1,4
Cape Coast,Central,2022-02-20,0.109727209233221,24.5,30.6,24.185714285714287,96.42857142857144,26.13,30.17159316857294,0.002107174352279,13.05,-1.629999999999999,-0.935340863629588,0,1,4
Cape Coast,Central,2022-02-27,0.1111319921347403,5.4,30.385714285714283,24.65714285714285,96.71428571428572,28.54,30.1719554745477,0.002107174352279,-7.200000000000001,-23.14,-0.8681955356838074,0,1,4
Cape Coast,Central,2022-03-06,0.1125367750362597,15.0,30.5,24.142857142857142,96.42857142857144,29.02,31.49613136341742,0.002107174352279,1.8999999999999984,-14.02,-0.8493523804104854,0,1,4
Cape Coast,Central,2022-03-13,0.1139415579377791,11.9,30.571428571428573,25.17142857142857,96.42857142857144,28.83,31.18666568170872,0.002107174352279,-2.3000000000000007,-16.93,-0.809410199162106,0,1,4
Cape Coast,Central,2022-03-20,0.1153463408392984,25.0,30.785714285714285,25.02857142857143,94.0,29.04,30.877200000000016,0.002107174352279,10.675,-4.039999999999999,-0.841390483816124,0,1,4
Cape Coast,Central,2022-03-27,0.1167511237408178,5.7,30.6,25.085714285714285,93.28571428571428,30.04,30.017433880495048,0.002107174352279,-8.700000000000003,-24.34,-0.8573142770048467,0,1,4
Cape Coast,Central,2022-04-03,0.1181559066423372,20.1,31.228571428571428,25.77142857142857,91.85714285714286,29.6,34.4004807692308,0.002107174352279,4.425000000000001,-9.5,-0.7973346559939913,0,1,4
Cape Coast,Central,2022-04-10,0.1195606895438565,23.2,30.6,24.74285714285714,94.14285714285714,29.03,30.98557265169376,0.002107174352279,4.699999999999999,-5.830000000000002,-0.6500395689983062,0,1,4
Cape Coast,Central,2022-04-17,0.1209654724453759,39.6,29.485714285714288,24.142857142857142,95.85714285714286,24.35,29.932821394686982,0.002107174352279,17.450000000000003,15.25,-0.3940645934895888,0,1,4
Cape Coast,Central,2022-04-24,0.1223702553468953,67.9,29.74285714285714,23.9,97.0,26.32,26.94947315697692,0.002107174352279,30.200000000000003,41.580000000000005,0.4806824456775786,0,1,4
Cape Coast,Central,2022-05-01,0.1237750382484146,38.6,29.24285714285714,23.885714285714283,96.85714285714286,24.880000000000003,31.685792057886147,0.002107174352279,-3.7250000000000014,13.72,0.788807843879363,0,1,4
Cape Coast,Central,2022-05-08,0.125179821149934,36.3,30.057142857142857,24.385714285714283,95.71428571428572,27.81,29.95940079287556,0.002107174352279,-9.300000000000004,8.489999999999995,0.978831775931454,0,1,4
Cape Coast,Central,2022-05-15,0.1265846040514534,29.4,29.571428571428573,24.385714285714283,96.71428571428572,25.38,28.233009527864965,0.002107174352279,-13.650000000000002,4.020000000000003,0.829811611340324,0,1,4
Cape Coast,Central,2022-05-22,0.1279893869529727,120.3,28.571428571428573,23.914285714285715,96.85714285714286,21.84,28.6939642425707,0.002107174352279,64.15,98.46,1.5845994084857804,0,1,4
Cape Coast,Central,2022-05-29,0.1293941698544921,40.9,28.214285714285715,23.2,97.71428571428572,24.24,29.39968219311021,0.002107174352279,-15.825000000000005,16.66,1.623612701798151,0,1,4
Cape Coast,Central,2022-06-05,0.1307989527560115,33.6,28.32857142857143,23.52857142857143,96.14285714285714,24.77,27.85650997520088,0.002107174352279,-22.45,8.830000000000002,1.6281244432016224,0,1,4
Cape Coast,Central,2022-06-12,0.1322037356575308,40.1,28.585714285714285,23.357142857142858,96.0,24.47,28.19144683504834,0.002107174352279,-18.624999999999996,15.630000000000004,1.7821871423025142,0,1,4
Cape Coast,Central,2022-06-19,0.1336085185590502,136.8,27.87142857142857,22.514285714285712,97.42857142857144,19.66,27.25672573860737,0.002107174352279,73.95000000000002,117.14,2.0300675229402985,0,1,4
Cape Coast,Central,2022-06-26,0.1350133014605695,40.7,27.457142857142856,22.571428571428573,97.28571428571428,22.56,26.322004642166405,0.002107174352279,-22.099999999999994,18.140000000000004,2.049706867873057,0,1,4
Cape Coast,Central,2022-07-03,0.1364180843620889,83.4,27.042857142857144,22.985714285714288,95.28571428571428,22.32,26.78006627349072,0.002107174352279,8.150000000000006,61.080000000000005,2.743055362965358,0,1,4
Cape Coast,Central,2022-07-10,0.1378228672636083,32.5,27.428571428571427,23.185714285714287,94.42857142857144,24.28,27.23812790481503,0.002107174352279,-40.85,8.219999999999999,2.644725940024995,0,1,4
