community,region,date,ndvi,rainfall_mm,temp_max,temp_min,humidity,et0,lst_celsius,ndvi_anomaly,rainfall_deficit,water_balance,spei_proxy,drought_label
Bolgatanga,Upper East,2019-03-17,0.16054240658239166,0.0,39.34285714285714,26.47142857142857,33.857142857142854,52.72,38.85441153428189,-0.0015733121268072248,-0.025,-52.72,-0.965267946352177,0
Bolgatanga,Upper East,2019-03-24,0.15679416645938596,0.2,39.714285714285715,28.185714285714287,54.857142857142854,45.14,42.49504384745626,-0.001819355538323214,0.125,-44.94,-0.9112021975665202,0
Bolgatanga,Upper East,2019-03-31,0.13874942687537947,4.4,39.31428571428571,27.657142857142855,67.42857142857143,46.26,38.91931562586871,-0.01279622874757555,3.2250000000000005,-41.86,-0.7967355480508201,0
Bolgatanga,Upper East,2019-04-07,0.120704687291373,0.0,39.628571428571426,28.942857142857143,64.42857142857143,46.96,47.840081882281424,-0.023492984510759526,-1.1500000000000001,-46.96,-0.8013350419282517,0
Bolgatanga,Upper East,2019-04-14,0.12791264134794447,0.0,39.5,28.928571428571427,62.57142857142857,46.52,46.6030339407111,-0.008127589145576264,-1.1500000000000001,-46.52,-0.747529641852638,0
Bolgatanga,Upper East,2019-04-21,0.13512059540451593,2.7,38.771428571428565,28.614285714285717,69.0,46.660000000000004,45.365985999140776,0.0044987576747126945,0.925,-43.96,-0.7390249173245573,0
Bolgatanga,Upper East,2019-04-28,0.1306658791205924,3.8,37.57142857142857,27.842857142857145,77.0,40.51,28.14710591714106,0.00206492832948596,2.175,-36.71,-0.6943317221004593,0
Bolgatanga,Upper East,2019-05-05,0.21284387038724772,2.0,37.41428571428571,27.928571428571427,75.14285714285714,41.09,36.76626589846711,0.06120812382217258,-0.125,-39.09,-0.6260335771657695,0
Bolgatanga,Upper East,2019-05-12,0.29502186165390304,7.0,37.74285714285714,27.357142857142858,79.28571428571429,43.16,36.428994386430816,0.10160881001233826,3.125,-36.16,-0.5361264892974865,0
Bolgatanga,Upper East,2019-05-19,0.37719985292055835,14.899999999999999,35.41428571428572,27.02857142857143,77.85714285714286,39.67,36.11328969647951,0.12326698689998294,7.974999999999999,-24.770000000000003,-0.3695900977731281,0
Bolgatanga,Upper East,2019-05-26,0.2933702057999149,18.8,34.957142857142856,25.914285714285715,87.14285714285714,37.16,36.73151741585485,-0.001238741890491113,8.125,-18.359999999999996,-0.21034347012998214,0
Bolgatanga,Upper East,2019-06-02,0.2095405586792714,7.9,33.98571428571429,26.271428571428572,84.42857142857143,36.29,38.29687725997286,-0.08424256108414052,-4.25,-28.39,-0.11748576354787517,0
Bolgatanga,Upper East,2019-06-09,0.24685030424290624,7.1000000000000005,32.55714285714286,25.32857142857143,87.85714285714286,31.580000000000002,39.085014190630716,-0.03488992616775646,-5.075,-24.48,-0.016123332437687446,0
Bolgatanga,Upper East,2019-06-16,0.2841600498065411,9.200000000000001,33.614285714285714,25.357142857142858,88.0,33.57,39.87315112128857,0.025679770174382666,-1.549999999999999,-24.369999999999997,-0.012652016303776855,0
Bolgatanga,Upper East,2019-06-23,0.2307207157671268,6.8999999999999995,34.55714285714286,26.442857142857143,79.57142857142857,38.480000000000004,34.47332330865083,-0.012097191356834597,-0.8750000000000009,-31.580000000000005,-0.12737901452952033,0
Bolgatanga,Upper East,2019-06-30,0.2159648226670025,13.6,32.32857142857143,25.214285714285715,86.71428571428571,31.82,33.27235576346408,-0.028459150453891663,4.399999999999999,-18.22,-0.03912080182484483,0
Bolgatanga,Upper East,2019-07-07,0.2012089295668782,25.299999999999997,31.042857142857144,24.685714285714287,94.85714285714286,24.38,33.68998663666568,-0.03180469988500895,11.549999999999997,0.9199999999999982,0.18130777267847453,0
Bolgatanga,Upper East,2019-07-14,0.23312123122629677,21.1,29.885714285714283,23.47142857142857,95.71428571428571,26.64,34.10761750986728,0.012867306419470703,4.375,-5.539999999999999,0.3447199796823132,0
Bolgatanga,Upper East,2019-07-21,0.26503353288571535,50.8,29.25714285714286,23.285714285714285,96.85714285714286,20.89,28.31568109820489,0.03620140379924214,23.099999999999998,29.909999999999997,0.8783480523677111,0
Bolgatanga,Upper East,2019-07-28,0.2969458345451339,26.299999999999997,29.514285714285712,23.314285714285713,96.85714285714286,25.36,29.85383311999031,0.047868452489127855,-4.574999999999999,0.9399999999999977,1.0446240951820258,0
Bolgatanga,Upper East,2019-08-04,0.3288581362045525,13.5,29.900000000000002,23.457142857142856,95.71428571428571,25.67,31.391985141775724,0.047868452489127855,-14.424999999999997,-12.170000000000002,0.9310252746998035,0
Bolgatanga,Upper East,2019-08-11,0.36077043786397106,46.6,29.12857142857143,23.157142857142855,94.85714285714286,24.91,32.93013716356114,0.047868452489127855,12.300000000000004,21.69,1.1673351205157634,0
Bolgatanga,Upper East,2019-08-18,0.3926827395233896,16.9,30.02857142857143,23.785714285714285,92.14285714285714,27.3,32.512649733737625,0.047868452489127855,-8.925,-10.400000000000002,0.8175132371209288,0
Bolgatanga,Upper East,2019-08-25,0.4245950411828082,79.5,28.0,22.900000000000002,97.14285714285714,18.13,32.095162303914115,0.047868452489127855,40.375,61.370000000000005,1.341942322051464,0
Bolgatanga,Upper East,2019-09-01,0.45650734284222677,57.9,28.82857142857143,23.0,96.85714285714286,23.22,31.6776748740906,0.047868452489127855,7.674999999999997,34.68,1.7485202242357358,0
Bolgatanga,Upper East,2019-09-08,0.4884196445016453,46.4,29.47142857142857,23.32857142857143,97.85714285714286,24.21,30.63103313199724,0.047868452489127855,-3.7749999999999986,22.189999999999998,1.752859369403124,0
Bolgatanga,Upper East,2019-09-15,0.5203319461610639,31.1,29.114285714285717,23.414285714285715,97.57142857142857,23.77,31.004315782406536,0.047868452489127855,-22.625,7.330000000000002,1.9067254570387089,0
Bolgatanga,Upper East,2019-09-22,0.5522442478204825,27.3,29.514285714285712,23.771428571428572,97.28571428571429,23.560000000000002,29.842588137178268,0.047868452489127966,-13.374999999999996,3.7399999999999984,1.4065955850455476,0
Bolgatanga,Upper East,2019-09-29,0.584156549479901,11.1,30.942857142857143,23.857142857142858,97.57142857142857,26.189999999999998,30.126393773741228,0.047868452489127744,-17.875,-15.089999999999998,0.9746770750837286,0
Bolgatanga,Upper East,2019-10-06,0.4196064939603814,37.1,30.02857142857143,23.428571428571427,97.28571428571429,23.53,30.410199410304187,-0.09947831539507579,10.450000000000003,13.57,0.8998702123979564,0
Bolgatanga,Upper East,2019-10-13,0.3990458844477794,119.60000000000001,28.271428571428572,22.87142857142857,97.28571428571429,17.9,26.94632569511583,-0.08971740947935669,70.825,101.70000000000002,1.7188404712908008,0
Bolgatanga,Upper East,2019-10-20,0.5757090477919512,28.299999999999997,31.142857142857142,23.542857142857144,97.14285714285714,26.12,31.64627587252653,0.08107955387194793,-20.72500000000001,2.179999999999996,1.7053023383685497,0
Bolgatanga,Upper East,2019-10-27,0.501275064596548,5.8999999999999995,31.414285714285715,23.5,97.85714285714286,28.08,30.68915186130556,0.027365941897383006,-41.825,-22.18,1.6437732598949852,0
Bolgatanga,Upper East,2019-11-03,0.40181599691322,12.9,31.271428571428572,23.2,96.42857142857143,26.98,34.30222699588052,-0.06764550152415466,-28.775000000000006,-14.08,1.4038185321384193,0
Bolgatanga,Upper East,2019-11-10,0.4682465104284075,0.0,34.01428571428571,22.414285714285715,88.42857142857143,33.26,36.58134221233786,-0.018515144504124226,-11.774999999999999,-33.26,0.23259646855700275,0
Bolgatanga,Upper East,2019-11-17,0.40560932079879164,0.0,34.1,22.271428571428572,81.57142857142857,32.94,38.03930172609876,-0.03862740238545015,-4.7,-32.94,-0.07218508800034262,0
Bolgatanga,Upper East,2019-11-24,0.34297213116917574,0.0,35.24285714285714,22.385714285714283,70.85714285714286,34.67,39.36201824660719,-0.06168885865822299,-3.2250000000000005,-34.67,-0.18057693428169933,0
Bolgatanga,Upper East,2019-12-01,0.30399814629723143,0.0,35.98571428571429,21.928571428571427,62.0,39.72,40.68473476711563,-0.07620838087617016,0.0,-39.72,-0.403088298465365,0
Bolgatanga,Upper East,2019-12-08,0.27174508926534224,0.0,35.41428571428572,20.8,47.42857142857143,40.39,39.75520887563499,-0.05933608261729301,0.0,-40.39,-0.4649645085523203,0
Bolgatanga,Upper East,2019-12-15,0.25371076291176725,0.0,35.114285714285714,20.842857142857145,31.571428571428573,47.68,39.285675655184775,-0.03939576949911189,0.0,-47.68,-0.5928825080869238,0
Bolgatanga,Upper East,2019-12-22,0.24027220555973455,0.0,35.92857142857143,22.0,27.142857142857142,50.22,38.320303520432674,-0.02715934544878429,0.0,-50.22,-0.727829922792696,0
Bolgatanga,Upper East,2019-12-29,0.2321169596489845,0.0,35.07142857142857,20.542857142857144,24.142857142857142,50.74,35.3055644570245,-0.017344294697472618,0.0,-50.74,-0.8234646822819314,0
Bolgatanga,Upper East,2020-01-05,0.21090378000219967,0.0,31.785714285714285,18.900000000000002,18.428571428571427,52.82,31.24299653769367,-0.02334714702847185,0.0,-52.82,-0.9313358311432013,0
Bolgatanga,Upper East,2020-01-12,0.1775571228183468,0.0,35.6,21.47142857142857,30.142857142857142,46.15,34.033963203517715,-0.03765539418896957,0.0,-46.15,-0.9180580469309937,0
Bolgatanga,Upper East,2020-01-19,0.19167256801374785,0.0,35.25714285714286,22.02857142857143,21.428571428571427,55.89,34.682716773231675,-0.011390039607071828,0.0,-55.89,-0.9672639531291758,0
Bolgatanga,Upper East,2020-01-26,0.18551191094873806,0.0,36.457142857142856,22.642857142857142,20.714285714285715,56.28,37.330667947130166,-0.005899434497020017,0.0,-56.28,-1.0153416815838363,0
Bolgatanga,Upper East,2020-02-02,0.17935125388372827,0.0,36.18571428571429,21.385714285714283,14.714285714285714,58.629999999999995,39.26413783517398,-0.004171960032411964,0.0,-58.629999999999995,-1.065762548428887,0
Bolgatanga,Upper East,2020-02-09,0.19643279295570326,0.0,35.3,21.285714285714285,14.714285714285714,58.22,37.18748186711812,0.008190661505223906,0.0,-58.22,-1.1705095127696374,0
Bolgatanga,Upper East,2020-02-16,0.16584839791418277,0.0,36.25714285714286,22.585714285714285,11.714285714285714,60.54,35.11082589906226,-0.015937691011405325,0.0,-60.54,-1.2108635628263478,0
Bolgatanga,Upper East,2020-02-23,0.17991001091067027,0.0,38.628571428571426,24.228571428571428,15.0,60.18,38.581604538906845,-0.0004756030054008653,0.0,-60.18,-1.2447088951319754,0
Bolgatanga,Upper East,2020-03-01,0.1449234946338651,0.0,38.371428571428574,24.685714285714287,15.142857142857142,59.08,39.663906846268446,-0.026855179469740226,0.0,-59.08,-1.2486141257826247,0
Bolgatanga,Upper East,2020-03-08,0.172852581163134,0.0,39.371428571428574,24.87142857142857,40.142857142857146,48.99,43.87803153984174,0.006968960007670971,0.0,-48.99,-1.1685135059926393,0
Bolgatanga,Upper East,2020-03-15,0.17142129281352342,0.0,39.44285714285714,26.97142857142857,49.714285714285715,47.12,40.1443627904618,0.004144447933225215,0.0,-47.12,-1.0520508496999406,0
Bolgatanga,Upper East,2020-03-22,0.16501012981795,2.3,39.01428571428572,28.87142857142857,57.285714285714285,43.12,42.819780636356825,0.0014582552108318436,1.7249999999999999,-40.82,-0.8840391488186703,0
Bolgatanga,Upper East,2020-03-29,0.16592958395158447,3.7,37.1,26.900000000000002,73.42857142857143,39.66,42.11750107407312,-0.002873812984963503,2.2,-35.959999999999994,-0.683397076278641,0
Bolgatanga,Upper East,2020-04-05,0.16684903808521895,0.4,40.614285714285714,29.042857142857144,60.142857142857146,49.54,43.934624327124794,-0.0004534730818502586,-1.2000000000000002,-49.14,-0.6846988198288575,0
Bolgatanga,Upper East,2020-04-12,0.16776849221885343,12.6,38.385714285714286,28.071428571428573,68.57142857142857,43.29,45.75174758017647,0.0013791812004517179,7.85,-30.689999999999998,-0.542114509628482,0
Bolgatanga,Upper East,2020-04-19,0.1711988465525619,0.3,40.15714285714286,29.557142857142857,58.42857142857143,51.519999999999996,39.29508731582797,0.0032623563505072284,-3.95,-51.22,-0.6323687291101561,0
Bolgatanga,Upper East,2020-04-26,0.17462920088627037,15.899999999999999,37.542857142857144,27.900000000000002,71.0,44.19,35.465048396472014,0.004517806450544198,8.599999999999998,-28.29,-0.5658062422424213,0
Bolgatanga,Upper East,2020-05-03,0.17805955521997885,0.5,37.68571428571429,27.957142857142856,72.28571428571429,47.17,37.54961712451672,0.005145531500562711,-6.825,-46.67,-0.544370865115524,0
Bolgatanga,Upper East,2020-05-10,0.21063894470479283,11.5,36.84285714285714,27.75714285714286,73.42857142857143,40.120000000000005,37.51972781723066,0.027007307863891827,4.45,-28.620000000000005,-0.526406804122537,0
Bolgatanga,Upper East,2020-05-17,0.2432183341896068,5.6,35.67142857142857,27.357142857142858,80.14285714285714,39.43,32.33825140893117,0.04158182543944458,-2.7750000000000004,-33.83,-0.3754913352007764,0
Bolgatanga,Upper East,2020-05-24,0.3152416446145946,8.8,35.75714285714286,26.714285714285715,78.57142857142857,41.91,37.29782764998589,0.07845202493235132,2.200000000000001,-33.11,-0.4173206946143983,0
Bolgatanga,Upper East,2020-05-31,0.3207317934451136,13.7,33.57142857142857,25.814285714285713,84.14285714285714,34.55,36.114335240747636,0.04827411420658667,3.799999999999999,-20.849999999999998,-0.19324723817047273,0
Bolgatanga,Upper East,2020-06-07,0.3262219422756326,1.5999999999999999,34.642857142857146,26.014285714285712,82.42857142857143,38.1,34.93084283150938,0.024868513644395684,-5.825,-36.5,-0.26163216600851036,0
Bolgatanga,Upper East,2020-06-14,0.3274686209155516,14.5,30.985714285714288,24.057142857142857,90.14285714285714,27.84,29.38983497182141,0.005052620602828517,4.85,-13.34,-0.08381399704894296,0
Bolgatanga,Upper East,2020-06-21,0.32871529955547063,19.4,31.714285714285715,24.914285714285715,90.85714285714286,28.85,30.682449267285165,0.0029308855075285134,7.1,-9.450000000000003,0.12151435227186548,0
Bolgatanga,Upper East,2020-06-28,0.32996197819538964,2.0,32.32857142857143,25.24285714285714,85.85714285714286,32.66,34.35120863970599,0.0018700179598785116,-7.375,-30.659999999999997,0.036380324087709456,0
Bolgatanga,Upper East,2020-07-05,0.33120865683530865,6.8999999999999995,31.428571428571427,24.342857142857145,92.0,27.08,31.118490678151733,0.0018700179598785116,-3.8,-20.18,0.17801002235125957,0
Bolgatanga,Upper East,2020-07-12,0.33245533547522765,11.2,31.542857142857144,24.271428571428572,89.71428571428571,30.17,27.885772716597483,0.0018700179598785116,1.3249999999999993,-18.970000000000002,0.12915124776646875,0
Bolgatanga,Upper East,2020-07-19,0.33370201411514666,78.39999999999999,27.685714285714287,23.014285714285712,96.14285714285714,16.6,24.65305475504323,0.0018700179598785116,53.77499999999999,61.79999999999999,0.7474794341192836,0
Bolgatanga,Upper East,2020-07-26,0.33494869275506567,58.199999999999996,29.542857142857144,23.099999999999998,96.71428571428571,25.01,27.282844445802123,0.0018700179598785116,19.525,33.19,1.3015882719947538,0
Bolgatanga,Upper East,2020-08-02,0.3361953713949847,33.3,28.814285714285713,23.057142857142857,97.0,24.47,29.912634136561014,0.0018700179598785116,-11.974999999999994,8.829999999999998,1.5533454746066155,0
Bolgatanga,Upper East,2020-08-09,0.4771793031081099,5.6,29.928571428571427,22.97142857142857,89.71428571428571,27.76,32.54242382731991,0.1066729577647832,-38.27499999999999,-22.160000000000004,1.525661728438679,0
Bolgatanga,Upper East,2020-08-16,0.48527086558106625,43.3,29.37142857142857,23.057142857142857,96.14285714285714,23.35,27.914010052759124,0.07687230737125961,8.200000000000003,19.949999999999996,1.1624752779282885,0
Bolgatanga,Upper East,2020-08-23,0.49336242805402264,59.3,30.142857142857142,23.228571428571428,96.85714285714286,26.97,28.615684846367458,0.04536043601947676,23.924999999999997,32.33,1.1550119482403811,0
Bolgatanga,Upper East,2020-08-30,0.501453990526979,88.2,27.8,22.8,96.71428571428571,17.97,29.31735963997579,0.01213734370943459,39.10000000000001,70.23,1.6878589747956492,0
Bolgatanga,Upper East,2020-09-06,0.5095455529999353,97.80000000000001,27.02857142857143,22.885714285714283,97.0,16.49,25.083679819987907,0.012137343709434478,25.650000000000006,81.31000000000002,2.585801675734958,0
Bolgatanga,Upper East,2020-09-13,0.5176371154728917,78.9,28.24285714285714,22.485714285714288,97.42857142857143,20.049999999999997,20.850000000000023,0.012137343709434534,-2.1499999999999915,58.85000000000001,2.923387169757759,0
Bolgatanga,Upper East,2020-09-20,0.5257286779458481,36.7,29.24285714285714,23.285714285714285,97.0,22.66,25.99037794738311,0.012137343709434534,-38.7,14.040000000000003,2.764661239534699,0
Bolgatanga,Upper East,2020-09-27,0.5338202404188045,27.0,29.885714285714283,22.842857142857145,98.14285714285714,25.75,31.1307558947662,0.012137343709434645,-33.1,1.25,2.1660327722418264,0
Bolgatanga,Upper East,2020-10-04,0.5419118028917609,65.7,29.157142857142855,22.842857142857145,96.85714285714286,24.16,31.684884758270442,0.012137343709434534,13.625,41.540000000000006,1.8208971656277708,0
Bolgatanga,Upper East,2020-10-11,0.5500033653647172,24.6,29.599999999999998,22.771428571428572,97.14285714285714,24.150000000000002,32.23901362177469,0.012137343709434534,-13.899999999999999,0.4499999999999993,1.3140850100768318,0
Bolgatanga,Upper East,2020-10-18,0.5580949278376736,5.7,31.12857142857143,23.228571428571428,97.14285714285714,28.99,33.08846773989745,0.012137343709434534,-25.05,-23.29,0.9901244318796305,0
Bolgatanga,Upper East,2020-10-25,0.5085593659768024,0.7,32.971428571428575,22.442857142857143,92.0,33.56,34.848442214865145,-0.031082999540936074,-23.475,-32.86,0.6941079485604091,0
Bolgatanga,Upper East,2020-11-01,0.4465959074472221,0.0,33.81428571428571,19.814285714285713,79.57142857142857,37.38,36.6476395663272,-0.06921748420938167,-7.75,-37.38,0.009217275339859516,0
Bolgatanga,Upper East,2020-11-08,0.34206107671668856,0.0,34.74285714285714,21.785714285714285,64.28571428571429,41.13,38.810650003790784,-0.12176674277790811,-1.6,-41.13,-0.35162603678014115,0
Bolgatanga,Upper East,2020-11-15,0.3052519082883195,0.0,34.714285714285715,22.52857142857143,45.42857142857143,46.31,39.26284477747731,-0.0953651563189386,-0.175,-46.31,-0.5514002802866929,0
Bolgatanga,Upper East,2020-11-22,0.26844273985995043,0.0,35.05714285714286,22.385714285714283,41.42857142857143,46.04,39.71503955116384,-0.07214516821809475,0.0,-46.04,-0.6657801468990452,0
Bolgatanga,Upper East,2020-11-29,0.25859413022997835,0.0,35.05714285714286,22.314285714285713,50.57142857142857,37.9,41.40133917966085,-0.03499333354375589,0.0,-37.9,-0.6702928578731288,0
Bolgatanga,Upper East,2020-12-06,0.24874552060000626,0.0,36.4,20.957142857142856,46.42857142857143,41.34,42.67943794384496,-0.021513054144557398,0.0,-41.34,-0.6721152988434319,0
Bolgatanga,Upper East,2020-12-13,0.23070937056309251,0.0,36.58571428571429,21.885714285714283,46.0,38.15,41.66127650433418,-0.020913569750164368,0.0,-38.15,-0.6013004497116569,0
Bolgatanga,Upper East,2020-12-20,0.21314878768651424,0.0,36.02857142857143,22.3,37.285714285714285,42.83,39.205976901109466,-0.024650664583383608,0.0,-42.83,-0.5734431377370247,0
Bolgatanga,Upper East,2020-12-27,0.20956222661067803,0.0,35.471428571428575,22.271428571428572,23.714285714285715,50.96,38.87869746518743,-0.015979249754394742,0.0,-50.96,-0.6867816095092039,0
Bolgatanga,Upper East,2021-01-03,0.2157393992029126,0.0,35.857142857142854,21.214285714285715,30.285714285714285,46.95,41.387268063382805,-0.0015505468128867717,0.0,-46.95,-0.7354668182872991,0
Bolgatanga,Upper East,2021-01-10,0.2079483946724472,0.0,38.07142857142857,22.885714285714283,32.0,48.97,40.137458363870735,-0.003651307370690804,0.0,-48.97,-0.8293659197095792,0
Bolgatanga,Upper East,2021-01-17,0.20526453358690097,0.0,36.32857142857143,22.3,21.0,52.66,37.75317268568841,-0.004364104931333712,0.0,-52.66,-0.9146735137004308,0
Bolgatanga,Upper East,2021-01-24,0.1999323804029985,0.0,35.34285714285714,21.428571428571427,19.0,56.67,37.19711832495142,-0.007288796563316324,0.0,-56.67,-0.9642265515120039,0
Bolgatanga,Upper East,2021-01-31,0.1798553066323979,0.0,36.9,22.599999999999998,16.142857142857142,58.06,36.641063964214425,-0.018394847191288227,0.0,-58.06,-1.0606423571313692,0
Bolgatanga,Upper East,2021-02-07,0.18409445073788955,0.0,37.457142857142856,23.357142857142858,17.0,55.85,37.82030175137095,-0.008192217102157201,0.0,-55.85,-1.1203489946346301,0
Bolgatanga,Upper East,2021-02-14,0.19092595465338086,0.0,38.714285714285715,23.685714285714287,17.714285714285715,56.11,41.91361520382134,0.0022239315467141585,0.0,-56.11,-1.1502890962896088,0
Bolgatanga,Upper East,2021-02-21,0.16889909823834154,0.0,36.51428571428572,24.228571428571428,25.714285714285715,57.7,36.6688465718114,-0.012044604327160924,0.0,-57.7,-1.1592277353344285,0
Bolgatanga,Upper East,2021-02-28,0.0910585778814189,0.0,37.1,23.185714285714287,13.0,61.28,36.369020192575135,-0.06768594249633882,0.0,-61.28,-1.1871718302124084,1
Bolgatanga,Upper East,2021-03-07,0.14288478412540812,0.0,39.357142857142854,26.614285714285717,31.142857142857142,54.93,45.270808461169054,-0.005557319599229227,0.0,-54.93,-1.179187803104414,0
Bolgatanga,Upper East,2021-03-14,0.1415466746111037,0.2,37.871428571428574,27.614285714285717,49.42857142857143,43.53,39.85043493644008,0.005449390897035639,0.15000000000000002,-43.33,-1.0682792526259721,0
Bolgatanga,Upper East,2021-03-21,0.1402085650967993,0.2,37.81428571428571,27.685714285714287,55.0,42.06,38.984242715256926,0.01128391466811679,0.1,-41.86,-0.9308151337231149,0
Bolgatanga,Upper East,2021-03-28,0.0518898913138964,0.0,38.957142857142856,27.685714285714287,65.42857142857143,48.519999999999996,38.11805049407377,-0.06724258747290549,-0.1,-48.519999999999996,-0.8200801490513685,0
Bolgatanga,Upper East,2021-04-04,0.15285017738620732,0.0,39.285714285714285,26.114285714285717,18.428571428571427,61.63,41.195461851449465,0.031226350284205645,-0.1,-61.63,-0.87822469429437,0
Bolgatanga,Upper East,2021-04-11,0.1343830696747398,0.0,40.17142857142857,28.442857142857143,51.714285714285715,49.67,43.4545404230584,0.014550143806829105,-0.05,-49.67,-0.9332450550168523,0
Bolgatanga,Upper East,2021-04-18,0.1425377765098581,2.1,39.4,29.25714285714286,57.142857142857146,50.18,46.37616897065868,0.022122547788682695,1.5750000000000002,-48.08,-0.987224020899161,0
Bolgatanga,Upper East,2021-04-25,0.14418204410244573,0.1,38.51428571428572,28.900000000000002,64.14285714285714,45.730000000000004,44.16601051328058,0.0006937771841329932,-0.45000000000000007,-45.63,-0.9621437618316576,0
Bolgatanga,Upper East,2021-05-02,0.14582631169503338,3.5,38.9,28.142857142857142,66.28571428571429,47.66,34.02737798264644,0.004094011199514136,2.075,-44.16,-0.8105340296831146,0
Bolgatanga,Upper East,2021-05-09,0.17762919745989908,23.5,36.42857142857143,26.657142857142855,76.57142857142857,41.41,40.24289064671831,0.02508536501809,16.2,-17.909999999999997,-0.5349115286506178,0
Bolgatanga,Upper East,2021-05-16,0.20943208322476475,1.2,36.785714285714285,27.0,71.28571428571429,43.49,39.123281356617525,0.040164674104229026,-5.874999999999999,-42.29,-0.48466422761226247,0
Bolgatanga,Upper East,2021-05-23,0.2054289847876638,1.3,36.92857142857143,27.914285714285715,68.42857142857143,44.3,38.00367206651674,0.020849840495823557,-6.075,-43.0,-0.4618403240318007,0
Bolgatanga,Upper East,2021-05-30,0.20142588635056285,2.1,36.385714285714286,28.085714285714285,70.42857142857143,42.26,38.63062225485106,0.002946848394840218,-4.925000000000001,-40.16,-0.4271271626926953,0
Bolgatanga,Upper East,2021-06-06,0.26417189946086783,1.6,35.74285714285714,27.099999999999998,74.14285714285714,43.49,31.700223659935773,0.04405718600490302,0.050000000000000044,-41.89,-0.6352325649206322,0
Bolgatanga,Upper East,2021-06-13,0.3046479199144405,5.3,33.371428571428574,25.8,86.28571428571429,33.79,34.554971821375204,0.06072924728605675,2.7249999999999996,-28.49,-0.5154721583007186,0
Bolgatanga,Upper East,2021-06-20,0.31940607092476314,3.5,33.42857142857143,26.0,82.0,35.379999999999995,33.531983876266736,0.04699312676210454,0.375,-31.879999999999995,-0.41896956977800554,0
Bolgatanga,Upper East,2021-06-27,0.30089361307767193,13.8,30.52857142857143,23.571428571428573,92.57142857142857,27.54,32.50899593115827,0.003613737233236103,7.75,-13.739999999999998,-0.18968913913321447,0
Bolgatanga,Upper East,2021-07-04,0.2823811552305807,6.4,32.18571428571429,24.142857142857142,88.14285714285714,33.12,30.79671106168979,-0.019451034556283386,-0.8499999999999996,-26.72,-0.05803947475465708,0
Bolgatanga,Upper East,2021-07-11,0.2638686973834895,37.5,31.357142857142858,24.428571428571427,89.28571428571429,31.37,31.73088986628079,-0.02776868677063682,22.2,6.129999999999999,0.24240293663530024,0
Bolgatanga,Upper East,2021-07-18,0.24535623953639832,19.8,30.014285714285712,23.728571428571428,94.42857142857143,25.84,32.66506867087179,-0.02776868677063679,0.4250000000000007,-6.039999999999999,0.46664995888592103,0
Bolgatanga,Upper East,2021-07-25,0.2268437816893071,8.399999999999999,30.185714285714287,24.0,90.42857142857143,29.89,31.989288474217176,-0.02776868677063679,-9.625000000000004,-21.490000000000002,0.39939320879140433,0
Bolgatanga,Upper East,2021-08-01,0.2819444217217106,111.60000000000001,28.557142857142857,23.24285714285714,95.71428571428571,21.43,31.31350827756256,0.02744113663898423,67.275,90.17000000000002,1.413798566023412,0
Bolgatanga,Upper East,2021-08-08,0.33704506175411403,51.9,28.728571428571428,23.057142857142857,96.85714285714286,22.63,29.85892012779556,0.0642476855787315,3.9749999999999943,29.27,1.614614204370137,0
